Dept,Arriv,ST_Peak,ST_Offpeak,RedST_Peak,RedST_Offpeak
Georgia Ave-petworth Metro Station,Archives-navy Memorial Metro Station,2.35,2.1,1.15,1.15
Georgia Ave-petworth Metro Station,Waterfront Metro Station,2.8,2.4,1.4,1.4
Georgia Ave-petworth Metro Station,National Airport Metro Station,3.55,3,1.75,1.75
Georgia Ave-petworth Metro Station,Van Dorn Street Metro Station,5.4,3.85,2.7,2.7
Georgia Ave-petworth Metro Station,Franconia-springfield Metro Station,6,3.85,3,3
Georgia Ave-petworth Metro Station,Federal Center Sw Metro Station,2.6,2.25,1.3,1.3
Georgia Ave-petworth Metro Station,Judiciary Square Metro Station,2.35,2,1.15,1.1
Georgia Ave-petworth Metro Station,Capitol South Metro Station,2.7,2.35,1.35,1.35
Georgia Ave-petworth Metro Station,Metro Center,2.25,2,1.1,1.1
Georgia Ave-petworth Metro Station,Gallery Pl-chinatown Metro Station,2.25,2,1.1,1.1
Georgia Ave-petworth Metro Station,Mount Vernon Square Metro Station,2.25,2,1.1,1.1
Georgia Ave-petworth Metro Station,U Street Metro Station,2.25,2,1.1,1.1
Georgia Ave-petworth Metro Station,Union Station Metro Station,2.45,2.15,1.2,1.2
Georgia Ave-petworth Metro Station,Congress Heights Metro Station,3.6,3.05,1.8,1.8
Georgia Ave-petworth Metro Station,Naylor Road Metro Station,4,3.3,2,2
Georgia Ave-petworth Metro Station,Suitland Metro Station,4.35,3.4,2.15,2.15
Georgia Ave-petworth Metro Station,Branch Ave Metro Station,4.85,3.85,2.4,2.4
Georgia Ave-petworth Metro Station,Braddock Road Metro Station,4.4,3.6,2.2,2.2
Georgia Ave-petworth Metro Station,King Street Metro Station,4.6,3.75,2.3,2.3
Georgia Ave-petworth Metro Station,Eisenhower Avenue Metro Station,4.75,3.85,2.35,2.35
Georgia Ave-petworth Metro Station,Huntington Metro Station,4.9,3.85,2.45,2.45
Georgia Ave-petworth Metro Station,Anacostia Metro Station,3.25,2.6,1.6,1.6
Georgia Ave-petworth Metro Station,Eastern Market Metro Station,2.85,2.45,1.4,1.4
Georgia Ave-petworth Metro Station,Potomac Ave Metro Station,3,2.55,1.5,1.5
Georgia Ave-petworth Metro Station,Stadium-armory Metro Station,3.1,2.6,1.55,1.55
Georgia Ave-petworth Metro Station,Rhode Island Ave Metro Station,2.25,2,1.1,1.1
Georgia Ave-petworth Metro Station,Minnesota Ave Metro Station,3.5,2.6,1.75,1.75
Georgia Ave-petworth Metro Station,Van Ness-udc Metro Station,2.85,2.45,1.4,1.4
Georgia Ave-petworth Metro Station,Cleveland Park Metro Station,2.7,2.35,1.35,1.35
Georgia Ave-petworth Metro Station,Columbia Heights Metro Station,2.25,2,1.1,1.1
Georgia Ave-petworth Metro Station,Spring Hill Metro Station,5.8,3.85,2.9,2.9
Georgia Ave-petworth Metro Station,Greensboro Metro Station,5.65,3.85,2.8,2.8
Georgia Ave-petworth Metro Station,Tysons Corner Metro Station,5.45,3.85,2.7,2.7
Georgia Ave-petworth Metro Station,Mclean Metro Station,5.25,3.85,2.6,2.6
Georgia Ave-petworth Metro Station,Wiehle-reston East Metro Station,6,3.85,3,3
Takoma Metro Station,College Park-u Of Md Metro Station,3.2,2.6,1.6,1.6
Takoma Metro Station,Capitol Heights Metro Station,4.8,3.85,2.4,2.4
Takoma Metro Station,Morgan Boulevard Metro Station,5.35,3.85,2.65,2.65
Takoma Metro Station,Georgia Ave-petworth Metro Station,2.3,2,1.15,1.15
Takoma Metro Station,Takoma Metro Station,0,0,0,0
Takoma Metro Station,Glenmont Metro Station,3.35,2.6,1.65,1.65
Takoma Metro Station,Wheaton Metro Station,2.8,2.4,1.4,1.4
Takoma Metro Station,Forest Glen Metro Station,2.25,2,1.1,1.1
Takoma Metro Station,Silver Spring Metro Station,2.25,2,1.1,1.1
Takoma Metro Station,Brookland-cua Metro Station,2.35,2.05,1.15,1.15
Takoma Metro Station,Fort Totten Metro Station,2.25,2,1.1,1.1
Takoma Metro Station,Prince George's Plaza Metro Station,2.65,2.3,1.3,1.3
Takoma Metro Station,West Hyattsville Metro Station,2.4,2.1,1.2,1.2
Takoma Metro Station,Benning Road Metro Station,4.4,3.65,2.2,2.2
Takoma Metro Station,Addison Road-seat Pleasant Metro Station,5.05,3.85,2.5,2.5
Takoma Metro Station,Deanwood Metro Station,4.35,3.4,2.15,2.15
Takoma Metro Station,New Carrollton Metro Station,5.25,3.85,2.6,2.6
Takoma Metro Station,Landover Metro Station,4.95,3.85,2.45,2.45
Takoma Metro Station,Cheverly Metro Station,4.6,3.75,2.3,2.3
Takoma Metro Station,Largo Town Center Metro Station,5.7,3.85,2.85,2.85
Takoma Metro Station,Noma Metro,2.9,2.5,1.45,1.45
Takoma Metro Station,Rosslyn Metro Station,3.8,3.15,1.9,1.9
Takoma Metro Station,Arlington Cemetery Metro Station,4,3.3,2,2
Takoma Metro Station,Dupont Circle Metro Station,3.4,2.6,1.7,1.7
Takoma Metro Station,Pentagon Metro Station,4.05,3.35,2,2
Takoma Metro Station,Crystal City Metro Station,4.35,3.4,2.15,2.15
Takoma Metro Station,Navy Yard Metro Station,3.8,3.15,1.9,1.9
Takoma Metro Station,Mcpherson Square Metro Station,3.35,2.6,1.65,1.65
Takoma Metro Station,Shaw-howard U Metro,2.9,2.5,1.45,1.45
Takoma Metro Station,Southern Ave Metro Station,4.7,3.85,2.35,2.35
Takoma Metro Station,Greenbelt Metro Station,3.8,3.15,1.9,1.9
Takoma Metro Station,Tenleytown-au Metro Station,3.8,3.15,1.9,1.9
Takoma Metro Station,West Falls Church Metro Station,5.45,3.85,2.7,2.7
Takoma Metro Station,Dunn Loring-merrifield Metro Station,6,3.85,3,3
Takoma Metro Station,Vienna Metro Station,6,3.85,3,3
Takoma Metro Station,Friendship Heights Metro Station,3.9,3.25,1.95,1.95
Takoma Metro Station,Shady Grove Metro Station,6,3.85,3,3
Takoma Metro Station,Rockville Metro Station,6,3.85,3,3
Takoma Metro Station,Twinbrook Metro Station,5.6,3.85,2.8,2.8
Takoma Metro Station,White Flint Metro Station,5.3,3.85,2.65,2.65
Takoma Metro Station,Grosvenor-strathmore Metro Station,4.9,3.85,2.45,2.45
Takoma Metro Station,Medical Center Metro Station,4.4,3.6,2.2,2.2
Takoma Metro Station,Bethesda Metro Station,4.2,3.4,2.1,2.1
Takoma Metro Station,Foggy Bottom-gwu Metro Station,3.5,2.6,1.75,1.75
Takoma Metro Station,Court House Metro Station,4.05,3.35,2,2
Takoma Metro Station,Clarendon Metro Station,4.2,3.4,2.1,2.1
Takoma Metro Station,East Falls Church Metro Station,5.05,3.85,2.5,2.5
Takoma Metro Station,Virginia Square-gmu Metro Station,4.35,3.4,2.15,2.15
Takoma Metro Station,Ballston-mu Metro Station,4.5,3.65,2.25,2.25
Takoma Metro Station,Farragut West Metro Station,3.4,2.6,1.7,1.7
Takoma Metro Station,Farragut North Metro Station,3.4,2.6,1.7,1.7
Takoma Metro Station,Woodley Park-zoo Metro,3.45,2.6,1.7,1.7
Takoma Metro Station,L'enfant Plaza Metro Station,3.5,2.95,1.75,1.75
Takoma Metro Station,Smithsonian Metro Station,3.5,2.6,1.75,1.75
Takoma Metro Station,Pentagon City Metro Station,4.2,3.4,2.1,2.1
Takoma Metro Station,Federal Triangle Metro Station,3.4,2.6,1.7,1.7
Takoma Metro Station,Archives-navy Memorial Metro Station,3.35,2.6,1.65,1.6
Takoma Metro Station,Waterfront Metro Station,3.7,3.1,1.85,1.85
Takoma Metro Station,National Airport Metro Station,4.45,3.65,2.2,2.2
Takoma Metro Station,Van Dorn Street Metro Station,6,3.85,3,3
Takoma Metro Station,Franconia-springfield Metro Station,6,3.85,3,3
Takoma Metro Station,Federal Center Sw Metro Station,3.55,3,1.75,1.75
Takoma Metro Station,Judiciary Square Metro Station,3.25,2.6,1.6,1.6
Takoma Metro Station,Capitol South Metro Station,3.65,3.05,1.8,1.8
Takoma Metro Station,Metro Center,3.3,2.6,1.65,1.65
Takoma Metro Station,Gallery Pl-chinatown Metro Station,3.25,2.6,1.6,1.6
Takoma Metro Station,Mount Vernon Square Metro Station,3.05,2.6,1.5,1.5
Takoma Metro Station,U Street Metro Station,2.8,2.4,1.4,1.4
Takoma Metro Station,Union Station Metro Station,3.1,2.6,1.55,1.55
Takoma Metro Station,Congress Heights Metro Station,4.5,3.7,2.25,2.25
Takoma Metro Station,Naylor Road Metro Station,4.85,3.85,2.4,2.4
Takoma Metro Station,Suitland Metro Station,5.15,3.85,2.55,2.55
Takoma Metro Station,Branch Ave Metro Station,5.65,3.85,2.8,2.8
Takoma Metro Station,Braddock Road Metro Station,5.3,3.85,2.65,2.65
Takoma Metro Station,King Street Metro Station,5.45,3.85,2.7,2.7
Takoma Metro Station,Eisenhower Avenue Metro Station,5.65,3.85,2.8,2.8
Takoma Metro Station,Huntington Metro Station,5.8,3.85,2.9,2.9
Takoma Metro Station,Anacostia Metro Station,4.1,3.4,2.05,2.05
Takoma Metro Station,Eastern Market Metro Station,3.75,3.1,1.85,1.85
Takoma Metro Station,Potomac Ave Metro Station,3.9,3.2,1.95,1.95
Takoma Metro Station,Stadium-armory Metro Station,3.95,3.25,1.95,1.95
Takoma Metro Station,Rhode Island Ave Metro Station,2.6,2.25,1.3,1.3
Takoma Metro Station,Minnesota Ave Metro Station,4.25,3.4,2.1,2.1
Takoma Metro Station,Van Ness-udc Metro Station,3.55,2.95,1.75,1.75
Takoma Metro Station,Cleveland Park Metro Station,3.5,2.6,1.75,1.75
Takoma Metro Station,Columbia Heights Metro Station,2.55,2.2,1.25,1.25
Takoma Metro Station,Spring Hill Metro Station,6,3.85,3,3
Takoma Metro Station,Greensboro Metro Station,6,3.85,3,3
Takoma Metro Station,Tysons Corner Metro Station,6,3.85,3,3
Takoma Metro Station,Mclean Metro Station,5.9,3.85,2.95,2.95
Takoma Metro Station,Wiehle-reston East Metro Station,6,3.85,3,3
Glenmont Metro Station,College Park-u Of Md Metro Station,4.75,3.85,2.35,2.35
Glenmont Metro Station,Capitol Heights Metro Station,6,3.85,3,3
Glenmont Metro Station,Morgan Boulevard Metro Station,6,3.85,3,3
Glenmont Metro Station,Georgia Ave-petworth Metro Station,4.2,3.4,2.1,2.1
Glenmont Metro Station,Takoma Metro Station,3.35,2.6,1.65,1.65
Glenmont Metro Station,Glenmont Metro Station,0,0,0,0
Glenmont Metro Station,Wheaton Metro Station,2.25,2,1.1,1.1
Glenmont Metro Station,Forest Glen Metro Station,2.35,2.1,1.15,1.15
Glenmont Metro Station,Silver Spring Metro Station,2.9,2.5,1.45,1.45
Glenmont Metro Station,Brookland-cua Metro Station,4.25,3.4,2.1,2.1
Glenmont Metro Station,Fort Totten Metro Station,3.85,3.2,1.9,1.9
Glenmont Metro Station,Prince George's Plaza Metro Station,4.4,3.6,2.2,2.2
Glenmont Metro Station,West Hyattsville Metro Station,4.25,3.4,2.1,2.1
Glenmont Metro Station,Benning Road Metro Station,6,3.85,3,3
Glenmont Metro Station,Addison Road-seat Pleasant Metro Station,6,3.85,3,3
Glenmont Metro Station,Deanwood Metro Station,6,3.85,3,3
Glenmont Metro Station,New Carrollton Metro Station,6,3.85,3,3
Glenmont Metro Station,Landover Metro Station,6,3.85,3,3
Glenmont Metro Station,Cheverly Metro Station,6,3.85,3,3
Glenmont Metro Station,Largo Town Center Metro Station,6,3.85,3,3
Glenmont Metro Station,Noma Metro,4.75,3.85,2.35,2.35
Glenmont Metro Station,Rosslyn Metro Station,5.5,3.85,2.75,2.75
Glenmont Metro Station,Arlington Cemetery Metro Station,5.75,3.85,2.85,2.85
Glenmont Metro Station,Dupont Circle Metro Station,5.15,3.85,2.55,2.55
Glenmont Metro Station,Pentagon Metro Station,5.8,3.85,2.9,2.9
Glenmont Metro Station,Crystal City Metro Station,6,3.85,3,3
Glenmont Metro Station,Navy Yard Metro Station,5.65,3.85,2.8,2.8
Glenmont Metro Station,Mcpherson Square Metro Station,5.1,3.85,2.55,2.55
Glenmont Metro Station,Shaw-howard U Metro,4.75,3.85,2.35,2.35
Glenmont Metro Station,Southern Ave Metro Station,6,3.85,3,3
Glenmont Metro Station,Greenbelt Metro Station,5,3.85,2.5,2.5
Glenmont Metro Station,Tenleytown-au Metro Station,5.3,3.85,2.65,2.65
Glenmont Metro Station,West Falls Church Metro Station,6,3.85,3,3
Glenmont Metro Station,Dunn Loring-merrifield Metro Station,6,3.85,3,3
Glenmont Metro Station,Vienna Metro Station,6,3.85,3,3
Glenmont Metro Station,Friendship Heights Metro Station,5.3,3.85,2.65,2.65
Glenmont Metro Station,Shady Grove Metro Station,6,3.85,3,3
Glenmont Metro Station,Rockville Metro Station,6,3.85,3,3
Glenmont Metro Station,Twinbrook Metro Station,5.9,3.85,2.95,2.95
Glenmont Metro Station,White Flint Metro Station,5.7,3.85,2.85,2.85
Glenmont Metro Station,Grosvenor-strathmore Metro Station,5.5,3.85,2.75,2.75
Glenmont Metro Station,Medical Center Metro Station,5.4,3.85,2.7,2.7
Glenmont Metro Station,Bethesda Metro Station,5.35,3.85,2.65,2.65
Glenmont Metro Station,Foggy Bottom-gwu Metro Station,5.25,3.85,2.6,2.6
Glenmont Metro Station,Court House Metro Station,5.7,3.85,2.85,2.85
Glenmont Metro Station,Clarendon Metro Station,5.85,3.85,2.9,2.9
Glenmont Metro Station,East Falls Church Metro Station,6,3.85,3,3
Glenmont Metro Station,Virginia Square-gmu Metro Station,5.95,3.85,2.95,2.95
Glenmont Metro Station,Ballston-mu Metro Station,6,3.85,3,3
Glenmont Metro Station,Farragut West Metro Station,5.15,3.85,2.55,2.55
Glenmont Metro Station,Farragut North Metro Station,5.15,3.85,2.55,2.55
Glenmont Metro Station,Woodley Park-zoo Metro,5.15,3.85,2.55,2.55
Glenmont Metro Station,L'enfant Plaza Metro Station,5.3,3.85,2.65,2.65
Glenmont Metro Station,Smithsonian Metro Station,5.3,3.85,2.65,2.65
Glenmont Metro Station,Pentagon City Metro Station,5.95,3.85,2.95,2.95
Glenmont Metro Station,Federal Triangle Metro Station,5.15,3.85,2.55,2.55
Glenmont Metro Station,Archives-navy Memorial Metro Station,5.15,3.85,2.55,2.5
Glenmont Metro Station,Waterfront Metro Station,5.5,3.85,2.75,2.75
Glenmont Metro Station,National Airport Metro Station,6,3.85,3,3
Glenmont Metro Station,Van Dorn Street Metro Station,6,3.85,3,3
Glenmont Metro Station,Franconia-springfield Metro Station,6,3.85,3,3
Glenmont Metro Station,Federal Center Sw Metro Station,5.35,3.85,2.65,2.65
Glenmont Metro Station,Judiciary Square Metro Station,5.05,3.85,2.5,2.5
Glenmont Metro Station,Capitol South Metro Station,5.45,3.85,2.7,2.7
Glenmont Metro Station,Metro Center,5.1,3.85,2.55,2.55
Glenmont Metro Station,Gallery Pl-chinatown Metro Station,5.05,3.85,2.5,2.5
Glenmont Metro Station,Mount Vernon Square Metro Station,4.9,3.85,2.45,2.45
Glenmont Metro Station,U Street Metro Station,4.65,3.8,2.3,2.3
Glenmont Metro Station,Union Station Metro Station,4.95,3.85,2.45,2.45
Glenmont Metro Station,Congress Heights Metro Station,6,3.85,3,3
Glenmont Metro Station,Naylor Road Metro Station,6,3.85,3,3
Glenmont Metro Station,Suitland Metro Station,6,3.85,3,3
Glenmont Metro Station,Branch Ave Metro Station,6,3.85,3,3
Glenmont Metro Station,Braddock Road Metro Station,6,3.85,3,3
Glenmont Metro Station,King Street Metro Station,6,3.85,3,3
Glenmont Metro Station,Eisenhower Avenue Metro Station,6,3.85,3,3
Glenmont Metro Station,Huntington Metro Station,6,3.85,3,3
Glenmont Metro Station,Anacostia Metro Station,5.95,3.85,2.95,2.95
Glenmont Metro Station,Eastern Market Metro Station,5.55,3.85,2.75,2.75
Glenmont Metro Station,Potomac Ave Metro Station,5.7,3.85,2.85,2.85
Glenmont Metro Station,Stadium-armory Metro Station,5.75,3.85,2.85,2.85
Glenmont Metro Station,Rhode Island Ave Metro Station,4.5,3.7,2.25,2.25
Glenmont Metro Station,Minnesota Ave Metro Station,6,3.85,3,3
Glenmont Metro Station,Van Ness-udc Metro Station,5.2,3.85,2.6,2.6
Glenmont Metro Station,Cleveland Park Metro Station,5.15,3.85,2.55,2.55
Glenmont Metro Station,Columbia Heights Metro Station,4.4,3.6,2.2,2.2
Glenmont Metro Station,Spring Hill Metro Station,6,3.85,3,3
Glenmont Metro Station,Greensboro Metro Station,6,3.85,3,3
Glenmont Metro Station,Tysons Corner Metro Station,6,3.85,3,3
Glenmont Metro Station,Mclean Metro Station,6,3.85,3,3
Glenmont Metro Station,Wiehle-reston East Metro Station,6,3.85,3,3
Wheaton Metro Station,College Park-u Of Md Metro Station,4.3,3.4,2.15,2.15
Wheaton Metro Station,Capitol Heights Metro Station,6,3.85,3,3
Wheaton Metro Station,Morgan Boulevard Metro Station,6,3.85,3,3
Wheaton Metro Station,Georgia Ave-petworth Metro Station,3.7,3.1,1.85,1.85
Wheaton Metro Station,Takoma Metro Station,2.8,2.4,1.4,1.4
Wheaton Metro Station,Glenmont Metro Station,2.25,2,1.1,1.1
Wheaton Metro Station,Wheaton Metro Station,0,0,0,0
Wheaton Metro Station,Forest Glen Metro Station,2.25,2,1.1,1.1
Wheaton Metro Station,Silver Spring Metro Station,2.35,2.05,1.15,1.15
Wheaton Metro Station,Brookland-cua Metro Station,3.75,3.15,1.85,1.85
Wheaton Metro Station,Fort Totten Metro Station,3.4,2.6,1.7,1.7
Wheaton Metro Station,Prince George's Plaza Metro Station,3.95,3.25,1.95,1.95
Wheaton Metro Station,West Hyattsville Metro Station,3.75,3.15,1.85,1.85
Wheaton Metro Station,Benning Road Metro Station,5.75,3.85,2.85,2.85
Wheaton Metro Station,Addison Road-seat Pleasant Metro Station,6,3.85,3,3
Wheaton Metro Station,Deanwood Metro Station,5.7,3.85,2.85,2.85
Wheaton Metro Station,New Carrollton Metro Station,6,3.85,3,3
Wheaton Metro Station,Landover Metro Station,6,3.85,3,3
Wheaton Metro Station,Cheverly Metro Station,5.85,3.85,2.9,2.9
Wheaton Metro Station,Largo Town Center Metro Station,6,3.85,3,3
Wheaton Metro Station,Noma Metro,4.3,3.4,2.15,2.15
Wheaton Metro Station,Rosslyn Metro Station,5,3.85,2.5,2.5
Wheaton Metro Station,Arlington Cemetery Metro Station,5.25,3.85,2.6,2.6
Wheaton Metro Station,Dupont Circle Metro Station,4.65,3.8,2.3,2.3
Wheaton Metro Station,Pentagon Metro Station,5.3,3.85,2.65,2.65
Wheaton Metro Station,Crystal City Metro Station,5.6,3.85,2.8,2.8
Wheaton Metro Station,Navy Yard Metro Station,5.15,3.85,2.55,2.55
Wheaton Metro Station,Mcpherson Square Metro Station,4.6,3.8,2.3,2.3
Wheaton Metro Station,Shaw-howard U Metro,4.25,3.4,2.1,2.1
Wheaton Metro Station,Southern Ave Metro Station,6,3.85,3,3
Wheaton Metro Station,Greenbelt Metro Station,4.65,3.8,2.3,2.3
Wheaton Metro Station,Tenleytown-au Metro Station,4.8,3.85,2.4,2.4
Wheaton Metro Station,West Falls Church Metro Station,6,3.85,3,3
Wheaton Metro Station,Dunn Loring-merrifield Metro Station,6,3.85,3,3
Wheaton Metro Station,Vienna Metro Station,6,3.85,3,3
Wheaton Metro Station,Friendship Heights Metro Station,4.85,3.85,2.4,2.4
Wheaton Metro Station,Shady Grove Metro Station,6,3.85,3,3
Wheaton Metro Station,Rockville Metro Station,6,3.85,3,3
Wheaton Metro Station,Twinbrook Metro Station,5.7,3.85,2.85,2.85
Wheaton Metro Station,White Flint Metro Station,5.45,3.85,2.7,2.7
Wheaton Metro Station,Grosvenor-strathmore Metro Station,5.15,3.85,2.55,2.55
Wheaton Metro Station,Medical Center Metro Station,4.95,3.85,2.45,2.45
Wheaton Metro Station,Bethesda Metro Station,4.9,3.85,2.45,2.45
Wheaton Metro Station,Foggy Bottom-gwu Metro Station,4.75,3.85,2.35,2.35
Wheaton Metro Station,Court House Metro Station,5.25,3.85,2.6,2.6
Wheaton Metro Station,Clarendon Metro Station,5.35,3.85,2.65,2.65
Wheaton Metro Station,East Falls Church Metro Station,6,3.85,3,3
Wheaton Metro Station,Virginia Square-gmu Metro Station,5.45,3.85,2.7,2.7
Wheaton Metro Station,Ballston-mu Metro Station,5.6,3.85,2.8,2.8
Wheaton Metro Station,Farragut West Metro Station,4.65,3.8,2.3,2.3
Wheaton Metro Station,Farragut North Metro Station,4.65,3.8,2.3,2.3
Wheaton Metro Station,Woodley Park-zoo Metro,4.65,3.8,2.3,2.3
Wheaton Metro Station,L'enfant Plaza Metro Station,4.8,3.85,2.4,2.4
Wheaton Metro Station,Smithsonian Metro Station,4.8,3.85,2.4,2.4
Wheaton Metro Station,Pentagon City Metro Station,5.45,3.85,2.7,2.7
Wheaton Metro Station,Federal Triangle Metro Station,4.7,3.8,2.35,2.35
Wheaton Metro Station,Archives-navy Memorial Metro Station,4.65,3.75,2.3,2.25
Wheaton Metro Station,Waterfront Metro Station,5,3.85,2.5,2.5
Wheaton Metro Station,National Airport Metro Station,5.7,3.85,2.85,2.85
Wheaton Metro Station,Van Dorn Street Metro Station,6,3.85,3,3
Wheaton Metro Station,Franconia-springfield Metro Station,6,3.85,3,3
Wheaton Metro Station,Federal Center Sw Metro Station,4.9,3.85,2.45,2.45
Wheaton Metro Station,Judiciary Square Metro Station,4.55,3.7,2.25,2.25
Wheaton Metro Station,Capitol South Metro Station,4.95,3.85,2.45,2.45
Wheaton Metro Station,Metro Center,4.6,3.75,2.3,2.3
Wheaton Metro Station,Gallery Pl-chinatown Metro Station,4.55,3.75,2.25,2.25
